computational models	[3.         0.51274401 0.         0.        ]
the technique	[8.         0.54436797 0.         0.        ]
order relation	[28.          0.62407853  0.         -5.        ]
keep	[ 4.          0.63085905  1.         -2.        ]
advantage	[13.          0.57787707  0.         -2.        ]
infinite trace	[49.          0.65484741  2.         -3.        ]
discusses	[19.          0.59479626  0.         -1.        ]
denote	[ 7.          0.53150345  0.         -1.        ]
refer	[6.         0.52905663 0.         0.        ]
new class	[15.          0.54971957  3.         -1.        ]
productive	[38.          0.59154852  0.         -6.        ]
formalizing	[ 5.          0.56308634  0.         -2.        ]
paradigm model	[25.          0.64589443  1.         -8.        ]
lambda expressions	[21.        0.665399  0.       -1.      ]
thorough refinement	[16.          0.68538513  0.         -1.        ]
program synthesis	[25.          0.61001678  2.         -2.        ]
presheaf	[20.         0.6358918  1.        -4.       ]
hardness	[21.          0.59529024  4.         -3.        ]
derivative	[27.         0.6847542  2.        -4.       ]
hyperproperties	[13.          0.64292887  0.         -3.        ]
occur	[ 6.          0.56028782  0.         -1.        ]
conclude	[2.        0.5036414 0.        0.       ]
tactics	[23.          0.56938176  0.         -3.        ]
subject	[ 3.          0.53827473  0.         -1.        ]
partial order	[23.          0.55204189  0.         -6.        ]
maxsmt	[45.          0.67449635  0.         -3.        ]
qualitative	[17.          0.54499619  0.         -4.        ]
crpdl	[11.          0.55625224  0.         -1.        ]
computer simulations	[17.         0.6556006  1.        -1.       ]
result extends	[24.          0.57365196  2.         -2.        ]
according	[ 3.          0.52597708  0.         -2.        ]
issues	[ 6.          0.57384235  0.         -1.        ]
possibility	[10.          0.61365672  0.         -1.        ]
restricted form	[20.          0.60935514  1.         -1.        ]
recall	[17.         0.6144163  1.        -1.       ]
natural semantics	[32.          0.59068896  1.         -8.        ]
order formula	[15.          0.61783238  0.         -2.        ]
craig interpolation	[10.          0.72044493  0.          0.        ]
similar results	[40.          0.58280692  2.         -1.        ]
reach	[17.          0.54426589  0.          0.        ]
logical approach	[10.         0.5944376  0.        -2.       ]
probability 1	[32.          0.60460868  1.          0.        ]
additive	[29.          0.63446461  0.         -6.        ]
important role	[22.         0.5953781  1.        -2.       ]
reusable components	[28.          0.62316957  4.          0.        ]
complex terms	[35.          0.62940043  0.         -1.        ]
atomic judgments	[21.          0.65362807  0.          0.        ]
prime event structures	[28.          0.59604658  1.         -1.        ]
strict inequalities	[48.          0.66034136  1.         -2.        ]
bounded variability	[33.          0.60150802  0.         -4.        ]
passing	[23.          0.55926908  0.         -8.        ]
logic language	[42.          0.65926283  1.         -3.        ]
the behavior	[7.         0.55832896 0.         0.        ]
perform	[ 4.          0.53140274  0.         -1.        ]
deductions	[ 8.          0.57008085  0.         -2.        ]
g-	[25.          0.67053663  0.          0.        ]
a system	[0 0 0 0]
negotiation	[20.          0.71685406  0.         -4.        ]
time intervals	[22.          0.64570971  0.         -1.        ]
belnap	[17.          0.65449697  0.         -2.        ]
powerset	[12.          0.57708451  1.         -4.        ]
models based	[ 9.          0.53170264  0.         -2.        ]
similarity	[24.          0.59258898  0.         -3.        ]
one clock	[36.          0.60827143  2.         -1.        ]
ary	[ 36.           0.70740092   2.         -15.        ]
context distance	[25.          0.62850497  1.         -4.        ]
table degrees	[45.          0.68015095  4.         -5.        ]
gives rise	[23.          0.59506424  1.         -1.        ]
algorithmic	[ 4.          0.56967242  0.         -3.        ]
partial orders	[8.         0.56411989 0.         0.        ]
convex	[38.          0.66979459  0.         -5.        ]
inverse roles	[22.          0.59802979  1.          0.        ]
generated solutions	[22.         0.6215574  0.         0.       ]
kripke model	[38.          0.68044785  1.         -5.        ]
pattern recognition	[33.          0.64727449  1.         -2.        ]
moves	[42.          0.61884503  1.         -3.        ]
binary order relation	[47.          0.61273507  0.         -1.        ]
equivalence relation	[31.          0.55535732  0.         -6.        ]
ideas	[0 0 0 0]
frames	[39.          0.58079165  2.         -5.        ]
learning algorithms	[18.          0.64308632  0.         -1.        ]
this class	[33.         0.5604344  2.         0.       ]
the first time	[25.          0.58713199  1.          0.        ]
pipelined	[32.          0.69022054  1.         -9.        ]
the design	[38.          0.59418483  2.          0.        ]
global variables	[26.          0.68120679  0.          0.        ]
mazurkiewicz	[10.          0.61112982  0.         -2.        ]
efficient computation	[17.          0.59941929  0.         -2.        ]
focuses	[13.          0.54751844  1.         -2.        ]
fine	[18.          0.56953573  0.         -1.        ]
canonical	[ 6.          0.54891946  0.         -2.        ]
difficulties	[17.          0.57789568  0.         -3.        ]
accident	[15.          0.62144624  0.         -2.        ]
abstract model	[19.          0.57681312  1.         -3.        ]
comparisons	[29.          0.68935005  1.         -3.        ]
interference	[20.          0.61678287  0.         -1.        ]
causality	[29.          0.61539534  1.         -4.        ]
ability	[18.          0.56613061  0.         -2.        ]
equal	[12.          0.56896043  1.         -1.        ]
large class	[17.         0.5882685  1.        -1.       ]
modular proof	[14.         0.5664681  1.        -4.       ]
stronger	[ 7.          0.52938609  0.         -1.        ]
resource terms	[38.          0.63694072  0.          0.        ]
special frames	[32.          0.60215802  1.          0.        ]
vector addition systems	[20.          0.62270858  2.          0.        ]
computed	[13.          0.57078997  0.         -2.        ]
several orders	[19.          0.68063868  2.         -1.        ]
new ones	[ 7.          0.63850945  0.         -2.        ]
strong theoretical guarantees	[13.          0.65758041  0.         -1.        ]
boundedness problem	[18.          0.67262002  0.         -1.        ]
strategic use	[20.          0.65391583  1.          0.        ]
the semantics	[0 0 0 0]
kegelspitzen	[18.          0.59386182  0.         -2.        ]
programming problem	[22.          0.55238833  0.         -4.        ]
temporal resolution	[20.          0.61705082  0.         -1.        ]
sdq	[31.          0.64864478  1.         -2.        ]
brewka	[21.          0.60360189  1.          0.        ]
srba	[34.         0.6865514  2.        -3.       ]
kamp	[33.         0.5809416  1.        -1.       ]
state reachability	[ 8.          0.58792274  0.         -1.        ]
recently proposed	[3.         0.59105243 0.         0.        ]
simplify	[ 2.          0.52167684  0.         -1.        ]
incomplete	[27.         0.5799274  0.        -5.       ]
horn clauses	[30.          0.63444567  1.         -2.        ]
remains	[ 8.          0.52349283  0.         -2.        ]
boolean functions	[47.          0.59655312  3.         -5.        ]
evaluate	[11.          0.53980171  0.         -1.        ]
el	[36.         0.6447537  0.        -8.       ]
existing methods	[47.          0.68632209  1.         -3.        ]
time models	[22.          0.68712742  0.         -2.        ]
automata theory	[32.         0.6616103  2.         0.       ]
ocaml	[16.          0.61943754  0.         -1.        ]
proof checker	[39.          0.64648763  0.         -6.        ]
word	[0 0 0 0]
paraconsistent	[38.          0.58136426  2.         -4.        ]
the specification	[8.         0.52946443 0.         0.        ]
hardware description language	[48.          0.68156538  1.         -3.        ]
an approach	[8.         0.52657134 0.         0.        ]
syntactic restrictions	[23.         0.5883025  4.        -1.       ]
the idea	[33.         0.5654341  2.         0.       ]
weak memory concurrency	[26.          0.61942022  2.          0.        ]
the state space	[33.          0.57557576  3.          0.        ]
structural rules	[14.          0.61534068  0.         -3.        ]
invariant properties	[16.          0.58324079  0.         -2.        ]
rectangular hybrid automata	[40.          0.59907547  1.         -1.        ]
observed	[11.          0.57458895  0.         -1.        ]
this algorithm	[17.          0.56269449  1.          0.        ]
state systems	[24.         0.5815862  1.        -4.       ]
powerful tool	[ 8.          0.59109619  0.         -1.        ]
data complexity	[23.          0.67515127  0.         -1.        ]
starting	[20.          0.55767153  1.         -4.        ]
theoretical basis	[ 9.          0.62457569  0.         -1.        ]
mscs	[13.          0.58062158  2.          0.        ]
unfoldings	[8.         0.56680974 0.         0.        ]
timed processes	[32.          0.61322605  1.         -3.        ]
witnesses	[10.          0.56221918  0.          0.        ]
labeled transition systems	[14.          0.56367997  0.         -1.        ]
proof assistant	[22.         0.6152962  0.        -3.       ]
evidence	[12.          0.54554447  0.         -2.        ]
cone logic	[23.          0.67656933  1.         -1.        ]
formulation	[ 6.          0.55361593  0.         -2.        ]
main result	[20.          0.55791147  0.         -3.        ]
promela	[26.          0.57100891  0.          0.        ]
disjoint unions	[10.          0.63163769  1.          0.        ]
improving	[21.          0.58460035  0.         -2.        ]
dealing	[0 0 0 0]
fundamental problem	[17.          0.56294841  1.         -2.        ]
groote	[17.          0.73725316  0.          0.        ]
formulated	[3.         0.52790246 0.         0.        ]
steady state	[17.         0.6692546  1.         0.       ]
dependency	[19.          0.55691423  0.         -5.        ]
inductive definition	[25.          0.63867825  0.         -4.        ]
regular inclusion axioms	[18.          0.63294036  2.         -1.        ]
represents	[ 4.        0.536475  0.       -1.      ]
branching bisimilarity	[36.         0.6138458  1.        -2.       ]
format	[41.          0.61000333  0.         -5.        ]
prop	[15.          0.61854974  0.         -2.        ]
conjunction	[0 0 0 0]
abstracting	[16.         0.5593567  0.        -1.       ]
easy	[12.          0.56834121  0.         -4.        ]
satisfaction	[10.          0.59749482  0.         -4.        ]
resources	[22.          0.56495393  0.         -2.        ]
the computation	[11.          0.53802264  1.          0.        ]
policy	[47.          0.64817822  1.         -5.        ]
new approach	[ 2.          0.73285279  0.         -2.        ]
implication	[ 8.          0.56775745  0.         -3.        ]
adds	[ 8.          0.54163688  1.         -2.        ]
linear ranking templates	[48.          0.66028851  1.          0.        ]
relaxed system	[44.          0.68957224  0.         -1.        ]
natural questions	[16.          0.65043107  0.         -2.        ]
foasl	[19.          0.59147131  0.         -5.        ]
pure	[17.          0.54527701  0.         -6.        ]
a series	[7.         0.64062946 0.         0.        ]
boudol	[10.          0.73243412  0.          0.        ]
similar theorems	[33.          0.58885462  0.          0.        ]
index	[25.          0.59652037  0.         -2.        ]
attention	[22.          0.62341522  1.         -3.        ]
generalizations	[11.          0.82133609  1.         -2.        ]
geometry	[ 7.          0.58659144  0.         -3.        ]
dialectica categories	[16.          0.58794645  0.         -1.        ]
the effectiveness	[17.          0.55719093  2.          0.        ]
effectiveness	[16.          0.56193237  2.         -1.        ]
propositional logics	[ 9.          0.53984533  0.         -3.        ]
topological spaces	[31.          0.65568343  2.         -4.        ]
physical	[ 9.          0.55341254  0.         -5.        ]
assertions	[ 8.          0.51830021  0.         -3.        ]
algebraic datatypes	[10.          0.64664552  2.          0.        ]
model transformation	[13.         0.6999031  0.        -3.       ]
grounded	[21.          0.68580307  0.         -3.        ]
the addition	[34.          0.57801845  0.          0.        ]
two different	[17.          0.53791994  0.         -3.        ]
combines	[ 3.          0.53098118  0.         -1.        ]
distributive lattices	[50.          0.62489304  1.         -1.        ]
reducing	[0 0 0 0]
linearity	[31.          0.59021257  0.         -5.        ]
stuttering	[25.          0.62978371  1.         -6.        ]
concurrently	[ 7.          0.56418251  0.         -2.        ]
encodings	[13.          0.53837965  1.         -5.        ]
finitary	[ 8.          0.57757279  0.         -3.        ]
the expressive power	[37.          0.58658056  0.          0.        ]
additional axioms	[12.         0.5761293  1.         0.       ]
secondly	[16.         0.5655867  0.         0.       ]
the order	[17.          0.65886108  0.          0.        ]
together	[0 0 0 0]
number restrictions	[13.         0.5648923  0.        -1.       ]
systematically	[ 4.        0.577905  0.       -1.      ]
constrained	[ 3.          0.57727846  1.         -2.        ]
previous attempts	[8.         0.65302184 0.         0.        ]
modes	[25.          0.57780083  0.         -8.        ]
ic3 algorithm	[49.          0.61963462  0.         -6.        ]
exactly	[4.         0.50513233 0.         0.        ]
controllers	[19.          0.60268803  0.         -2.        ]
loop invariant	[23.          0.64713518  1.         -1.        ]
structural properties	[33.          0.60878865  3.         -2.        ]
verification methods	[9.         0.65984069 0.         0.        ]
hrss	[12.          0.72816157  0.         -2.        ]
nonuniform coercions	[22.         0.6302468  0.         0.       ]
stuttering equivalence	[15.          0.64611647  1.         -1.        ]
abstract semantics	[10.         0.5783901  0.        -1.       ]
writing	[16.          0.55754474  1.         -1.        ]
abella	[23.          0.62260947  0.         -6.        ]
\lambda$-calculus	[ 6.          0.54053506  0.         -1.        ]
generalized	[ 3.          0.52680641  0.         -1.        ]
the definition	[3.        0.5572656 0.        0.       ]
path quantifiers	[20.          0.60040038  1.         -2.        ]
non - determinism	[25.          0.58796712  1.          0.        ]
partially	[ 5.          0.56025598  0.         -2.        ]
alcqio {b	[12.          0.70939227  0.         -1.        ]
unit	[ 7.          0.57136878  0.         -1.        ]
classic	[0 0 0 0]
truth values	[18.          0.63104846  1.         -1.        ]
avoids	[0 0 0 0]
precision	[ 7.          0.54642269  1.         -3.        ]
reasoning tasks	[16.          0.56331204  0.         -2.        ]
milner ccs	[14.          0.60709204  0.          0.        ]
preference set constraint atoms	[38.          0.68846415  2.         -2.        ]
contextual	[26.          0.60730926  0.         -2.        ]
effect	[ 7.          0.55638243  0.         -4.        ]
the possibility	[13.          0.59672565  0.          0.        ]
distinguish	[ 4.          0.54354717  0.         -2.        ]
induced	[7.         0.54991866 0.         0.        ]
milner logic	[28.          0.64558507  0.         -2.        ]
convolution	[34.          0.70120729  2.         -3.        ]
effective strategies	[11.          0.60529904  0.          0.        ]
parameter synthesis	[11.          0.63363593  0.         -1.        ]
pdominant sets	[34.         0.6882806  0.        -1.       ]
dynamic evaluation	[14.          0.64197559  0.         -1.        ]
the interaction	[35.          0.58333225  0.          0.        ]
diagram	[ 8.          0.54518515  1.         -6.        ]
larger	[ 8.          0.54983776  0.         -3.        ]
representatives	[38.         0.6408409  1.        -1.       ]
a class	[2.         0.50726703 0.         0.        ]
the program	[18.          0.54858901  0.          0.        ]
validation	[ 3.          0.55247078  0.         -3.        ]
understanding	[ 6.          0.51744823  0.         -3.        ]
firstly	[ 9.          0.59906748  0.         -1.        ]
reasons	[30.          0.66180069  0.         -5.        ]
logic cpdlreg	[17.          0.69247252  1.          0.        ]
assume	[ 5.          0.51104522  0.         -1.        ]
task	[23.          0.58275266  0.         -5.        ]
flat	[13.          0.62497644  0.         -4.        ]
dependencies	[4.         0.52052154 0.         0.        ]
graphical	[14.          0.58670504  0.         -7.        ]
immerman	[4.         0.57951525 0.         0.        ]
backward	[24.          0.55247388  1.         -5.        ]
specifying	[10.          0.55806968  0.         -1.        ]
deterministic operational semantics	[19.          0.62799119  0.         -1.        ]
labelled transition semantics	[17.          0.65491951  0.         -2.        ]
alur et al	[32.         0.6517471  2.         0.       ]
probabilistic constraints	[17.          0.57289505  0.         -1.        ]
existing ones	[12.         0.5263256  0.        -1.       ]
free algebras	[10.          0.63335892  2.         -1.        ]
arithmetical constraints	[12.          0.57712594  0.          0.        ]
an smt solver	[48.         0.6023596  3.         0.       ]
subtyping	[ 9.          0.59686183  0.         -2.        ]
japaridze	[33.          0.66392547  1.         -2.        ]
execution probability	[28.        0.692028  1.        0.      ]
sl formulae	[24.          0.65319054  1.          0.        ]
length cycles	[31.          0.71311794  1.         -1.        ]
standard solution	[37.          0.63815379  2.         -2.        ]
actors	[40.          0.60081438  1.          0.        ]
weak bisimulations	[25.          0.59091629  0.         -1.        ]
exponential time	[28.          0.60011678  0.         -5.        ]
intensionality	[18.        0.723077  1.        0.      ]
allow us	[19.          0.55970978  1.         -1.        ]
also present	[0 0 0 0]
event systems	[ 6.         0.5356442  0.        -1.       ]
enriched	[10.          0.53527918  0.         -2.        ]
implies	[11.          0.54374815  0.         -2.        ]
right	[ 7.          0.58196504  0.         -2.        ]
disjunctive form	[43.          0.63958964  1.         -5.        ]
decision algorithms	[ 6.          0.53722279  0.         -2.        ]
contextual refinement	[11.          0.73567447  0.         -1.        ]
commonly	[ 4.          0.62295185  0.         -1.        ]
the - art	[3.         0.58958705 1.         0.        ]
a wide range	[24.          0.62748173  1.          0.        ]
formal systems	[15.          0.56411933  0.         -2.        ]
point equations	[16.         0.6228605  0.        -3.       ]
vertices	[48.          0.61626973  2.         -6.        ]
ldl	[27.          0.62777615  0.         -3.        ]
behaviors	[ 32.           0.57978238   1.         -10.        ]
generators	[ 4.          0.56229605  0.         -1.        ]
needs	[19.          0.55171774  1.         -3.        ]
redundant	[ 7.          0.55243598  0.         -6.        ]
annotations	[17.          0.55287663  1.         -2.        ]
highly	[ 7.          0.55738237  0.         -4.        ]
lifting	[17.         0.5753882  1.        -3.       ]
such programs	[13.          0.65859092  0.          0.        ]
negative results	[33.          0.57148074  3.         -2.        ]
ec	[21.         0.6120554  1.        -5.       ]
the same expressive power	[50.          0.68748442  0.          0.        ]
same expressive power	[50.          0.68717528  0.         -1.        ]
succinct	[25.          0.57215368  0.         -1.        ]
past ltl	[25.          0.56073013  0.          0.        ]
differences	[15.          0.56070131  0.         -2.        ]
search tree	[25.          0.62181009  1.         -3.        ]
rational linear programming	[29.          0.65646367  2.          0.        ]
dal lago	[19.         0.6757191  0.        -2.       ]
recent works	[15.          0.63476299  1.          0.        ]
sll - calculus	[35.          0.64670288  0.          0.        ]
occurring	[13.          0.59697079  2.         -1.        ]
the procedure	[11.          0.53019227  1.          0.        ]
said	[4.         0.53203443 0.         0.        ]
code generation	[19.          0.65198352  1.          0.        ]
regarded	[6.         0.59118326 0.         0.        ]
scalable	[ 8.         0.5596505  0.        -6.       ]
diagnosis	[ 5.          0.53025508  0.         -3.        ]
wfj	[ 6.          0.58984039  0.         -2.        ]
expressivity result	[29.          0.71449649  1.         -2.        ]
counter systems	[13.          0.62471482  0.         -1.        ]
fixed point operators	[24.          0.66881283  1.         -1.        ]
empirical evaluation	[17.          0.65183743  0.         -1.        ]
dynamic semantics	[12.          0.74100545  2.          0.        ]
the years	[11.          0.56669384  0.          0.        ]
oversampling	[38.          0.78022038  1.         -1.        ]
linked lists	[30.          0.60631227  3.         -1.        ]
whenever	[2.         0.50196841 0.         0.        ]
our calculus	[13.          0.59263009  0.          0.        ]
sequents	[13.          0.56953809  0.         -2.        ]
liveness properties	[27.          0.59353137  0.         -3.        ]
--	[2.         0.53808832 1.         0.        ]
conflicts	[12.          0.55154886  0.         -6.        ]
constructive proof	[17.          0.58915816  0.         -2.        ]
opl	[44.          0.73675975  1.         -3.        ]
the applicability	[10.         0.5805963  0.         0.       ]
a translation	[7.         0.53706415 1.         0.        ]
details	[20.          0.54559248  0.         -3.        ]
stochastic simulation	[19.          0.62157262  1.          0.        ]
final coalgebra semantics	[25.          0.71740561  2.          0.        ]
induction process	[36.          0.66137419  0.         -2.        ]
recursive function	[33.          0.60424537  0.         -4.        ]
several ways	[17.          0.56560616  1.         -1.        ]
bivariant actions	[16.          0.66975912  0.         -1.        ]
stochastic systems	[ 5.          0.67865655  1.         -2.        ]
conflicting rules	[25.          0.62975186  0.         -2.        ]
linguistic information	[14.          0.66429872  1.         -1.        ]
unification hints	[21.          0.64774179  0.         -1.        ]
hofmann	[18.          0.76069255  0.         -2.        ]
quantitative realizability	[17.          0.68362129  0.          0.        ]
initial monitor entrancies	[22.         0.6134662  0.         0.       ]
zenoness	[22.          0.65742377  0.         -4.        ]
dual ess	[22.          0.63597133  0.          0.        ]
generalize	[0 0 0 0]
amba ahb	[47.          0.77645656  1.         -6.        ]
arise	[ 8.          0.56942643  0.         -1.        ]
determinization procedures	[19.          0.68705851  1.         -1.        ]
asymptotic	[18.          0.59569329  2.         -4.        ]
optimality	[ 7.          0.63712638  0.         -1.        ]
temporal epistemic logic	[5.         0.57898405 0.         0.        ]
recent result	[ 7.          0.56866704  0.         -2.        ]
ii	[ 5.          0.54709778  0.         -1.        ]
s	[17.          0.56594687  1.         -7.        ]
describing	[ 6.          0.53341597  0.         -3.        ]
double	[16.        0.600863  0.       -3.      ]
preprocessing	[17.          0.59583529  0.         -4.        ]
the rules	[25.         0.5854577  1.         0.       ]
owl 2 ql ontologies	[46.          0.69456192  3.          0.        ]
circuit complexity	[47.          0.63345134  3.          0.        ]
natural notion	[ 9.          0.59827705  0.         -1.        ]
extraction	[33.         0.5981366  0.        -4.       ]
finite model property	[20.        0.666146  0.        0.      ]
consistent	[ 3.          0.52156675  0.         -1.        ]
fly model	[19.          0.67305608  1.         -3.        ]
colimit	[25.          0.65477076  0.         -2.        ]
powerful technique	[16.          0.63181453  3.         -1.        ]
the length	[21.          0.59910957  1.          0.        ]
the structure	[2.         0.52449048 0.         0.        ]
hoare triple	[19.          0.63996387  0.         -2.        ]
theoretical foundation	[27.          0.61880302  2.         -1.        ]
concerns	[ 5.          0.56578245  0.         -3.        ]
stochastic hybrid automata	[37.          0.64210686  1.          0.        ]
exploit	[ 5.          0.51802654  0.         -1.        ]
a result	[0 0 0 0]
substructural	[22.          0.59565058  1.         -4.        ]
classical proofs	[13.          0.62907994  1.         -1.        ]
leverage	[21.          0.58752946  0.         -1.        ]
message transfer	[32.          0.64732389  1.          0.        ]
unknown number	[19.          0.63026751  0.         -1.        ]
gratuitous indirection	[20.          0.73149841  1.          0.        ]
new framework	[33.          0.61661694  1.         -3.        ]
composed	[ 6.          0.51719479  0.         -2.        ]
assistants	[48.          0.57684864  2.         -4.        ]
propositional formulas	[11.          0.65159657  1.         -1.        ]
mode	[38.          0.57488752  0.         -8.        ]
lemmas	[20.          0.60705455  0.         -3.        ]
productive functions	[29.          0.63632268  1.          0.        ]
dtt	[30.          0.58070989  1.         -1.        ]
the need	[6.         0.56720668 0.         0.        ]
relevant	[18.          0.59477981  0.         -2.        ]
bit	[12.          0.63035209  0.         -8.        ]
banach	[29.          0.68991464  0.         -7.        ]
hoas	[18.          0.58709868  2.         -1.        ]
bisimulation equivalence	[44.          0.62991623  0.         -4.        ]
capable	[ 7.          0.54823009  0.         -1.        ]
order setting	[26.          0.73349162  0.         -2.        ]
distance functions	[36.          0.63315037  0.         -1.        ]
monoids	[16.          0.60624418  1.         -3.        ]
logical environments	[27.          0.66268773  1.          0.        ]
bss	[32.          0.65467636  0.         -6.        ]
quantomatic	[12.          0.71519793  0.         -2.        ]
discovery	[30.          0.56094366  1.         -4.        ]
argue	[2.         0.57192111 0.         0.        ]
randomness	[31.          0.62566494  1.         -1.        ]
invariance	[13.          0.54866127  0.         -3.        ]
incarnation	[21.          0.61984082  1.         -1.        ]
rewriting rules	[33.          0.59485792  0.         -3.        ]
zenon	[33.          0.57809012  2.         -3.        ]
empirical	[18.          0.61365186  0.         -4.        ]
poly	[27.          0.57212408  0.         -4.        ]
remmel	[34.          0.70906939  2.         -2.        ]
multiplication	[26.          0.57112549  1.         -4.        ]
computational systems biology	[7.         0.58934008 0.         0.        ]
completeness theorems	[22.          0.63231862  0.         -1.        ]
determine	[ 5.          0.56698979  1.         -1.        ]
positive answer	[28.          0.61523967  1.         -2.        ]
expressible	[ 9.          0.59450426  0.         -2.        ]
reachable state space	[20.          0.72218271  1.         -1.        ]
relating	[12.          0.61013143  0.         -2.        ]
the syntax	[21.          0.56612493  0.          0.        ]
reduces	[13.          0.58614902  0.         -2.        ]
branch	[24.         0.5862942  0.        -3.       ]
homomorphisms	[10.          0.56339152  1.         -1.        ]
vaandrager	[12.          0.61157158  0.         -1.        ]
employ	[6.         0.52993466 0.         0.        ]
evaluating	[ 4.          0.51864134  0.         -1.        ]
complexity class	[ 5.        0.607512  0.       -3.      ]
probabilistic version	[21.          0.57509691  0.         -2.        ]
integrate	[10.          0.55916892  0.         -1.        ]
semigroup	[ 37.           0.69628325   1.         -13.        ]
type theories	[12.         0.5921059  1.         0.       ]
dependency graphs	[33.          0.64359246  2.         -4.        ]
novel technique	[46.          0.63312606  2.         -1.        ]
symbolic methods	[36.          0.65176615  1.          0.        ]
blowup	[28.          0.60496259  1.         -4.        ]
automatic test case generation	[0 0 0 0]
constructive logic	[30.          0.66351892  0.         -1.        ]
collectives	[25.          0.61294873  1.         -6.        ]
physical space	[14.          0.55673469  0.          0.        ]
contradictory linguistic truth values	[16.          0.67067355  1.          0.        ]
timed automaton	[15.          0.62524126  0.         -1.        ]
software verification	[9.         0.69765426 0.         0.        ]
measurable spaces	[13.          0.68038033  1.          0.        ]
universal algebra constructions	[18.         0.6595204  1.         0.       ]
parameterized synthesis	[38.          0.61255778  1.         -3.        ]
the choice	[3.         0.51157459 1.         0.        ]
monoidal category	[11.          0.73669438  0.         -2.        ]
good	[ 5.          0.52335546  0.         -4.        ]
real number	[10.          0.62773156  0.         -3.        ]
nc	[23.          0.60958449  0.         -5.        ]
positions	[11.          0.66936044  1.          0.        ]
bbi	[37.          0.67202001  1.         -2.        ]
positive existential	[45.         0.7042034  4.        -3.       ]
phi	[21.          0.62992626  0.         -4.        ]
backtracking	[30.          0.56979304  3.         -3.        ]
follow	[13.          0.56132821  1.         -2.        ]
such logics	[10.          0.63828235  0.          0.        ]
polarity	[17.          0.61587506  0.         -2.        ]
preconditions	[15.          0.60268477  1.         -3.        ]
minimal progress	[11.          0.64445327  0.         -1.        ]
arithmetic	[26.          0.59737867  1.         -4.        ]
natural number	[40.          0.61883204  1.         -3.        ]
session types	[22.          0.61050872  0.         -2.        ]
general case	[15.          0.64438927  0.         -1.        ]
hyperltl	[11.          0.59083534  0.         -1.        ]
approximate techniques	[35.          0.66332312  2.         -1.        ]
relax	[7.         0.53118182 0.         0.        ]
qlsrn	[33.          0.66659461  2.         -2.        ]
fair testing equivalence	[24.          0.62635327  3.         -1.        ]
scott continuous functions	[48.          0.63445585  0.          0.        ]
continuous functions	[48.          0.64254093  0.         -1.        ]
new methods	[14.          0.58183315  0.         -1.        ]
coercions	[23.         0.6405523  0.        -3.       ]
modern sat solver	[27.          0.64921968  2.         -3.        ]
simple types	[10.          0.64155301  0.         -1.        ]
coincides	[ 7.          0.52104073  0.         -1.        ]
tactic	[37.          0.58327553  2.         -9.        ]
linear combinations	[13.          0.59231842  0.         -2.        ]
best	[ 8.          0.53147871  0.         -4.        ]
girard	[ 9.          0.59606951  0.         -2.        ]
space explosion	[24.          0.59432009  1.         -5.        ]
full subcategory	[21.          0.60388594  1.         -1.        ]
quadratic time complexity	[36.          0.63439901  3.          0.        ]
dc specifications	[46.          0.70134121  2.         -2.        ]
admissible inference rules	[23.          0.65579111  0.         -1.        ]
binary auxiliary relations	[19.          0.58764696  1.          0.        ]
compositional embedding	[26.       0.65132  2.      -1.     ]
j transitions	[36.          0.71266945  0.          0.        ]
lctrss	[6.         0.60371093 0.         0.        ]
edges	[17.         0.5713415  0.        -2.       ]
advantages	[ 6.          0.58303852  0.         -3.        ]
several years	[10.          0.59157181  0.         -1.        ]
well quasi	[39.          0.59364513  1.         -4.        ]
whole	[ 8.          0.64923031  0.         -3.        ]
muchnik	[19.          0.62672898  1.         -4.        ]
complex numbers	[26.          0.64504113  2.          0.        ]
the result	[11.          0.55308819  0.          0.        ]
pdc specifications	[48.         0.6846031  2.        -1.       ]
cognitive science	[18.          0.63892382  1.          0.        ]
atp	[33.          0.61642234  0.          0.        ]
predicate abstraction	[10.          0.63500656  0.          0.        ]
stirling	[28.         0.6361161  1.         0.       ]
numerical methods	[6.         0.61695736 0.         0.        ]
ciliates	[14.          0.53448411  3.          0.        ]
strong computability	[2.         0.54429701 0.         0.        ]
grounded part	[20.          0.72003998  0.         -2.        ]
navigation	[14.          0.65917348  0.         -2.        ]
deep	[26.          0.57532521  0.         -5.        ]
complexity results	[15.          0.55318314  0.         -4.        ]
multithreaded	[43.         0.5773343  2.        -4.       ]
enable	[ 4.          0.55769201  0.         -2.        ]
monotonic	[23.          0.57732627  1.         -5.        ]
attribute	[12.          0.69793806  0.         -1.        ]
mh	[34.          0.63329318  1.         -2.        ]
sat solver	[33.          0.64711807  3.         -7.        ]
the termination	[12.          0.57873502  1.          0.        ]
analyses	[ 7.          0.54400111  0.         -4.        ]
routing	[31.          0.62981847  1.         -5.        ]
minimality	[15.          0.65827275  0.          0.        ]
free languages	[47.          0.63183117  3.         -1.        ]
proof - search	[26.          0.56243119  0.         -1.        ]
architecture	[13.          0.55492015  0.         -4.        ]
n vertices	[45.          0.57431143  2.          0.        ]
term rewriting systems	[14.          0.63498175  0.          0.        ]
the development	[4.         0.56197906 1.         0.        ]
describes	[15.          0.55628868  1.         -1.        ]
constitutes	[0 0 0 0]
efficient model checking algorithms	[3.         0.69473511 0.         0.        ]
motivated	[ 3.          0.53052145  0.         -1.        ]
